SAISON,COMMUNE,NOM_DU_TIERS,NOM_EMS,MT_TARIF_ANNUEL,NB_SEMAINES_FONCTIONNEMENT_ANNUEL,NB_JEUNE_INSCRIT,NB_FILLES_INSCRITES,NB_PLAQUETTE_CG33,NB_JEUNES_6_7_ans,NB_JEUNES_8_9_ans,NB_JEUNES_10_11_ans
Saison sportive non renseignée,BLANQUEFORT,ESB OMNISPORT,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLANQUEFORT,COMMUNE DE BLANQUEFORT,EMS BLANQUEFORT RENNEY,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLANQUEFORT,COMMUNE DE BLANQUEFORT,Ecole Blanquefort Renney,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLANQUEFORT,ESB OMNISPORT,Ecole E.S Blanquefort,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLANQUEFORT,COMMUNE DE BLANQUEFORT,EMS BLANQUEFORT Caychac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLANQUEFORT,COMMUNE DE BLANQUEFORT,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLANQUEFORT,COMMUNE DE BLANQUEFORT,EMS BLANQUEFORT Saturne,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLANQUEFORT,ESB OMNISPORT,EMS ESB,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLANQUEFORT,COMMUNE DE BLANQUEFORT,Ecole Blanquefort Saturne,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLASIMON,CDC DU PAYS SAUVETERROIS,EMS CDC SAUVETERRE Blasimon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLAYE,COMMUNE DE BLAYE,Blaye Ecole Vallaeys,0,28,22,0,0,0,0,0
Saison sportive non renseignée,BLAYE,COMMUNE DE BLAYE,EMS BLAYE Vallaeys,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLAYE,COMMUNE DE BLAYE,EMS BLAYE Malbeteau,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLAYE,COMMUNE DE BLAYE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BLAYE,COMMUNE DE BLAYE,Ecole Blaye Malbeteau,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BONZAC,COMMUNE DE BONZAC,Ecole Bonzac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BONZAC,COMMUNE DE BONZAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BONZAC,COMMUNE DE BONZAC,EMS BONZAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,COQS ROUGES,Ecole Les Coqs rouges,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS TRESSES,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,UNION SAINT BRUNO,Ecole Union St Bruno,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,BORDEAUX SPORTS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,UNION SPORTIVE LES CHARTRONS,EMS CHARTRONS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,STADE BORDELAIS,Ecole SBUC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,PATRONAGE LAIQUE CAZEMAJOR YSER,EMS Patronage Laïque Yzer,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,LES JEUNES DE SAINT AUGUSTIN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,STADE BORDELAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,ASSOCIATION DE QUARTIER BACALAN CLAVEAU,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,ECOLE CHARLES MARTIN,EMS A.S Charles Martin,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,ASPTT BORDEAUX,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,CL2V MJC CENTRE SOCIAL BORDEAUX CAUDERAN,EMS MJC CL2V,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,ASPTT BORDEAUX,EMS ASPTT BX,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,CL2V MJC CENTRE SOCIAL BORDEAUX CAUDERAN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,GIRONDINS DE BORDEAUX HAND BALL CLUB,EMS GIRONDINS BX HAND,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,COQS ROUGES,EMS Coqs rouges,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,UNION SAINT JEAN,EMS UNION ST JEAN,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,CLUB PYRENEES AQUITAINE,Ecole CPA Tauzin,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,UNION SAINT BRUNO,EMS UNION ST BRUNO,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,ASPTT BORDEAUX,Ecole ASPTT Bx,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,GIRONDINS DE BORDEAUX HAND BALL CLUB,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,GIRONDINS DE BORDEAUX HAND BALL CLUB,Ecole Girondins de Bx Handball,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,UNION SAINT BRUNO,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,CLUB PYRENEES AQUITAINE,EMS CPA Tauzin,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,CLUB PYRENEES AQUITAINE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,UNION SPORTIVE LES CHARTRONS,EMS US CHARTRONS DUPATY,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,COQS ROUGES,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,UNION SPORTIVE LES CHARTRONS,Ecole US Chartrons,0,34,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,LES JEUNES DE SAINT AUGUSTIN,Ecole Pass sports JSA,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BORDEAUX,LES JEUNES DE SAINT AUGUSTIN,EMS JSA,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BOULIAC,COMMUNE DE BOULIAC,EMS BOULIAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BOULIAC,COMMUNE DE BOULIAC,Ecole Bouliac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BOULIAC,COMMUNE DE BOULIAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRACH,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS BRACH,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRACH,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Ecole Brach,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRANNE,COMMUNE DE BRANNE,Ecole Branne,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRANNE,COMMUNE DE BRANNE,EMS BRANNE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRAUD-ET-SAINT-LOUIS,CDC DE L'ESTUAIRE-CANTON DE ST CIERS S/GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRUGES,COMMUNE DE BRUGES,Ecole Bruges La Marianne,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRUGES,COMMUNE DE BRUGES,Ecole Bruges J Prevert,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRUGES,COMMUNE DE BRUGES,EMS BRUGES Centre,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRUGES,COMMUNE DE BRUGES,EMS BRUGES Tasta,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRUGES,COMMUNE DE BRUGES,Ecole Bruges C Claudel,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRUGES,COMMUNE DE BRUGES,Ecole Bruges M Laurencin,0,0,0,0,0,0,0,0
Saison sportive non renseignée,BRUGES,COMMUNE DE BRUGES,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CADAUJAC,CCAS DE CADAUJAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CADAUJAC,ECOLE MULTISPORTS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CADAUJAC,CCAS DE CADAUJAC,EMS CCAS CADAUJAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CADAUJAC,CCAS DE CADAUJAC,Ecole CCAS Cadaujac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAMARSAC,FRIMOUSSE DES COTEAUX,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAMARSAC,FRIMOUSSE DES COTEAUX,Ecole Frimousse des Coteaux,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAMBLANES-ET-MEYNAC,CDC PORTES ENTRE DEUX MERS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAMBLANES-ET-MEYNAC,CDC PORTES ENTRE DEUX MERS,EMS CDC ENTRE 2 MERS CAMBLANNES,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAMIRAN,RPI DE BAGAS CAMIRAN LOUBENS ET MORIZES,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CANEJAN,COMMUNE DE CANEJAN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CANEJAN,COMMUNE DE CANEJAN,EMS CANEJAN,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CANEJAN,COMMUNE DE CANEJAN,Ecole Canejan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAPIAN,CDC DU VALLON D ARTOLIE,EMS CDC ARTOLIE Capian,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAPIAN,CDC DU VALLON D ARTOLIE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAPIAN,CDC DU VALLON D ARTOLIE,Ecole CDC Vallon Artolie Capian,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARBON-BLANC,COMMUNE DE CARBON BLANC,EMS CARBON BLANC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARBON-BLANC,COMMUNE DE CARBON BLANC,Ecole Carbon Blanc Pasteur,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARBON-BLANC,COMMUNE DE CARBON BLANC,Ecole Carbon Blanc Barbou,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARBON-BLANC,COMMUNE DE CARBON BLANC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARCANS,COMMUNE DE CARCANS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARCANS,COMMUNE DE CARCANS,EMS CARCANS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARCANS,COMMUNE DE CARCANS,Ecole Carcans,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARIGNAN-DE-BORDEAUX,CLUB ATHLETIQUE CARIGNANAIS OMNISPORT,EMS C.A CARIGNAN,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARIGNAN-DE-BORDEAUX,CLUB ATHLETIQUE CARIGNANAIS OMNISPORT,Ecole CA Carignanais,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARIGNAN-DE-BORDEAUX,CLUB ATHLETIQUE CARIGNANAIS OMNISPORT,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARTELEGUE,COMMUNE DE CARTELEGUE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARTELEGUE,COMMUNE DE CARTELEGUE,EMS CARTELEGUE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CARTELEGUE,COMMUNE DE CARTELEGUE,Ecole Cartelègue,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CASTELNAU-DE-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Castelnau,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CASTELNAU-DE-MEDOC,ASSOCIATION CULTURE ET JEUNESSE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CASTELNAU-DE-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Ecole Castelnau,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CASTELNAU-DE-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CASTILLON-LA-BATAILLE,AMICALE LAIQUE CASTILLONAISE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CASTILLON-LA-BATAILLE,AMICALE LAIQUE CASTILLONAISE,EMS Amicale Laïque Castillon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CASTILLON-LA-BATAILLE,AMICALE LAIQUE CASTILLONAISE,Ecole Amicale Laïque,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CASTRES-GIRONDE,SI DES CENTRES D'ACCUEIL ET DE LOISIRS,Ecole SICAL Castres,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAUDROT,COMMUNE DE CAUDROT,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAUDROT,COMMUNE DE CAUDROT,Ecole Caudrot,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAUDROT,VACANCES LOISIRS DE ST PIERRE D AURILLAC,EMS CAUDROT,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAVIGNAC,COMMUNE DE CAVIGNAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAVIGNAC,COMMUNE DE CAVIGNAC,EMS CAVIGNAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CAVIGNAC,COMMUNE DE CAVIGNAC,Ecole Cavignac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CENON,OFFICE MINICIPAL DES SPORTS DE CENON,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CENON,OFFICE MINICIPAL DES SPORTS DE CENON,Ecole Eveil sportif Cenon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CESTAS,SPORT ATHLETIQUE GAZINET CESTAS OMNISPORTS,Ecole SAGC Cestas,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CESTAS,SPORT ATHLETIQUE GAZINET CESTAS OMNISPORTS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CESTAS,PATRONAGE LAIQUE CAZEMAJOR YSER,Ecole Cazemajor Yser,0,32,0,0,0,0,0,0
Saison sportive non renseignée,CESTAS,SPORT ATHLETIQUE GAZINET CESTAS OMNISPORTS,EMS SAGC CESTAS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CHAMADELLE,COMMUNE DE CHAMADELLE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CHAMADELLE,COMMUNE DE CHAMADELLE,EMS CHAMADELLE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CHAMADELLE,COMMUNE DE CHAMADELLE,Ecole Chamadelle,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CHAMADELLE,COMMUNE DE CHAMADELLE,Chamadelle,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CISSAC-MEDOC,CDC DU CENTRE MEDOC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CISSAC-MEDOC,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC CISSAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CIVRAC-EN-MEDOC,CDC DU COEUR MEDOC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CIVRAC-EN-MEDOC,CDC DU COEUR MEDOC,EMS CDC COEUR Médoc Civrac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,COUQUEQUES,CDC DU COEUR MEDOC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,COUQUEQUES,CDC DU COEUR MEDOC,EMS CDC COEUR MEDOC St Yzan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,Ecole LJC Sadirac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,Ecole LJC Haux,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,Ecole LJC La Sauve,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,Ecole LJC Créon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC Créon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,Ecole LJC Baron,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,Ecole LJC Lignan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CUBNEZAIS,COMMUNE DE CUBNEZAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CUBZAC-LES-PONTS,COMMUNE DE CUBZAC LES PONTS,EMS CUBZAC LES PONTS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CUBZAC-LES-PONTS,COMMUNE DE CUBZAC LES PONTS,Ecole Cubzac les Ponts,0,0,0,0,0,0,0,0
Saison sportive non renseignée,CUBZAC-LES-PONTS,COMMUNE DE CUBZAC LES PONTS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,Commune non renseignée,CDC DU COEUR MEDOC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,Commune non renseignée,CDC DU PAYS DE PELLEGRUE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,Commune non renseignée,CLUB ATHLETIQUE CARBON BLANAIS OMNISPORTS CACBO,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,Commune non renseignée,CLUB LIBOURNAIS RETRAITE SPORTIVE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,Commune non renseignée,CDC DU FRONSADAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,DONNEZAC,COMMUNE DE DONNEZAC,Ecole Donnezac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,DONNEZAC,COMMUNE DE DONNEZAC,EMS DONNEZAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,DONNEZAC,COMMUNE DE DONNEZAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,ESPIET,COMMUNE ESPIET,EMS ESPIET,0,0,0,0,0,0,0,0
Saison sportive non renseignée,EYNESSE,CDC DU PAYS FOYEN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,EYNESSE,CDC DU PAYS FOYEN,EMS CDC Pays Foyen Eynesse,0,0,0,0,0,0,0,0
Saison sportive non renseignée,EYNESSE,SYNDICAT INTERCOMMUNAL VOCATION SCOLAIRE EYNESS LES LEVES,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,EYNESSE,CDC DU PAYS FOYEN,Ecole CDC Pays Foyen Eynesse,0,0,0,0,0,0,0,0
Saison sportive non renseignée,EYRANS,CDC DE L'ESTUAIRE-CANTON DE ST CIERS S/GIRONDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,EYSINES,OFFICE MUNICIPAL DES SPORTS MAISON DES SPORTS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,EYSINES,L EYCHO CENTRE SOCIAL,EMS EYCHO Pinsan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,EYSINES,MAISON DES JEUNES DE LA CULTURE ET DES SPORTS,Ecole MJC Eycho Cosec,0,22,0,0,0,0,0,0
Saison sportive non renseignée,FALEYRAS,OFFICE MUNICIPAL DU SPORT PESSAC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FARGUES,COMMUNE DE FARGUES,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FARGUES-SAINT-HILAIRE,UFCV BORDEAUX R CABIROL,Ecole Fargues St Hilaire,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FARGUES-SAINT-HILAIRE,UFCV BORDEAUX R CABIROL,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FARGUES-SAINT-HILAIRE,UFCV FARGUES ST HILAIRE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FARGUES-SAINT-HILAIRE,GIRONDESPORTS,EMS ASSO GIRONDE SPORTS,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FLAUJAGUES,SIRP DE FLAUJAGUES MOULIETS ET VILLEMARTIN,Ecole SIRP Flaujagues,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FLAUJAGUES,SIRP DE FLAUJAGUES MOULIETS ET VILLEMARTIN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FLAUJAGUES,SIRP DE FLAUJAGUES MOULIETS ET VILLEMARTIN,EMS SIRP FLAUJAGUES,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FRONSAC,CDC DU FRONSADAIS,Ecole CDC Fronsac Fronsac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FRONSAC,CDC DU FRONSADAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,FRONTENAC,ASS. CARREFOUR ANIMATIONS LOISIRS CULTURE RURAL,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GAILLAN-EN-MEDOC,CDC DU COEUR MEDOC,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GAILLAN-EN-MEDOC,CDC DU COEUR MEDOC,EMS CDC COEUR Médoc Gaillan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GALGON,CDC DU FRONSADAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GALGON,CDC DU FRONSADAIS,Ecole CDC Fronsac Galgon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GAURIAGUET,COMMUNE DE GAURIAGUET,Ecole Gauriaguet,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GAURIAGUET,COMMUNE DE GAURIAGUET,EMS GAURIAGUET,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GAURIAGUET,COMMUNE DE GAURIAGUET,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GENERAC,SIRP DE GENERAC SAUGON,Ecole SIRP Générac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GENERAC,SIRP DE GENERAC SAUGON,EMS SIRP GENERAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GENERAC,SIRP DE GENERAC SAUGON,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GRADIGNAN,MJC ANIMATION RENCONTRE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GRADIGNAN,MJC ANIMATION RENCONTRE,Ecole MJC Malartic,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GRADIGNAN,ETABLISSEMENT PUBLIC POUR L'ANIMATION DES JEUNES,EMS EPAJG,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GRAYAN-ET-L'HOPITAL,COMMUNE DE GRAYAN ET L'HOPITAL,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GRAYAN-ET-L'HOPITAL,COMMUNE DE GRAYAN ET L'HOPITAL,EMS GRAYAN,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GRAYAN-ET-L'HOPITAL,COMMUNE DE GRAYAN ET L'HOPITAL,Ecole Grayan,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GUITRES,COMMUNE DE GUITRES,Ecole Guitres,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GUITRES,COMMUNE DE GUITRES,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GUITRES,COMMUNE DE GUITRES,EMS GUITRES,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GUITRES,COMMUNE DE GUITRES,Guitres,0,0,0,0,0,0,0,0
Saison sportive non renseignée,GUJAN-MESTRAS,COMMUNE DE GUJAN MESTRAS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,HAUX,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC Haux,0,0,0,0,0,0,0,0
Saison sportive non renseignée,HOURTIN,UNION SPORTIVE ET CULTURELLE D'HOURTIN,Ecole USC Hourtin,0,0,0,0,0,0,0,0
Saison sportive non renseignée,HOURTIN,UNION SPORTIVE ET CULTURELLE D'HOURTIN,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,HOURTIN,UNION SPORTIVE ET CULTURELLE D'HOURTIN,EMS USCH,0,0,0,0,0,0,0,0
Saison sportive non renseignée,IZON,COMMUNE D'IZON,Izon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,IZON,COMMUNE D'IZON,Ecole Izon,0,0,0,0,0,0,0,0
Saison sportive non renseignée,IZON,COMMUNE D'IZON,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,IZON,COMMUNE D'IZON,EMS IZON,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-BREDE,COMMUNE DE LA BREDE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-BREDE,COMMUNE DE LA BREDE,Ecole La Brède,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-BREDE,COMMUNE DE LA BREDE,EMS LA BRDE,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-LANDE-DE-FRONSAC,CDC DU FRONSADAIS,EMS CDC Fronsac Lalande,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-REOLE,COMMUNE DE LA REOLE,Ecole La Réole,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-REOLE,COMMUNE DE LA REOLE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-SAUVE,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-SAUVE,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC La Sauve,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-TESTE-DE-BUCH,CCAS DE LA TESTE DU BUCH,Ecole CCAS La Teste,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LA-TESTE-DE-BUCH,CCAS DE LA TESTE DU BUCH,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LACANAU,COMMUNE DE LACANAU,EMS LACANAU,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LACANAU,COMMUNE DE LACANAU,Ecole Lacanau,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LACANAU,COMMUNE DE LACANAU,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LANGOIRAN,CDC DU VALLON D ARTOLIE,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LANGOIRAN,CDC DU VALLON D ARTOLIE,Ecole CDC Vallon Artolie Langoiran,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LANGOIRAN,CDC DU VALLON D ARTOLIE,EMS CDC ARTOLIE Langoiran,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LANSAC,ASSOCIATION ANIMATION ET PROMOTION,,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LANSAC,COMMUNE DE LANSAC,EMS LANSAC,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LANSAC,ASSOCIATION ANIMATION ET PROMOTION,Ecole Anim et promo Lansac,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LANTON,COMMUNE DE LANTON,Ecole Lanton Cassy,0,0,0,0,0,0,0,0
Saison sportive non renseignée,LANTON,COMMUNE DE LANTON,,0,0,0,0,0,0,0,0
