Sapi_Type,EPN/PAPI,Code,Pays,CDC,Population 1999,Code Insee Commune,Commune,Nom de la structure,Adresse accueil public,CP,CEDEX,Tel,adresse administrative,Fonction du responsable de la structure,Mél principal (adresse diffusable au près du public),Site Web,Fonction du Contact N°1,Grade N°1,Mél du contact N°1 (non diffusé),Tps travail hebdo N°1 (en heures),% tps consacré à accès internet N°1,Age N°1,Contrat N°1,Niveau formation N°1,Domaine formation N°1,Form. Qualif. N°1,Nom Contact N°2,Fonction Contact N°2,Grade N°2,Mél contact N°2,Tps hebdo N°2,% tps internet N°2,Age N°2,Contrat N°2,Niveau formation N°2,Domaine formation N°2,Form. Qualif. N°2, ,Nom Contact N°3,Fonction Contact N°3,Grade N°3,Mél contact N°3,Tps hebdo N°3,% tps internet N°3,Age N°3,Contrat N°3,Niveau formation N°3,Domaine formation N°3,Form. Qualif. N°3,,Horaires détaillés d'ouverture de l'accès internet,internet réservé inscrits ou adhérents,Coût de l'adhésion ou inscription annuelle,Accès libre à Internet Gratuit ou payant ?,Tarif horaire internet,HypNbH,Nbre heures ouverture hebdo,ouvert Soir,ouvert WE,HypCapa,HypNbPC,Nbre PC,Nbre postes Internet,implantation postes,Nbre professionnels Internet,Effectif total,Nbre bénévoles,Année ouverture SAPI,Nombre d'années SAPI, ,Nbre inscrits SAPI,Nbre visites/an,Nbre visiteurs/jour,Enfants (moins de 11 ans),Juniors (12-17 ans),Adultes (18-60 ans),Seniors (+ de 60 ans), ,Accès Libre,Initiation internet,Conseils équipement,e-administration,création artistique,Messagerie,Chat,Téléchargement,pages web,Animations,OPAC,Sélection sites, ,Emploi,Scolaires,Séniors,Assos,handicap,Touristes,Entreprises,,Type structure portage,Typologie DLL-ADBDP,"Si bibliothèque, le Prêt est informatisé",Labels,Affiliation à des réseaux associatifs régionaux ou nationaux,"Divers : Autres activités, projets ...",Nom personne répondant,Mél. Personne répondant, ,Médiacité 2004,BDP 2007,DUI 2007,ARPEL 2008,AECOM 2007,Cyber-base,ECM,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,16A,8-Libournais,Canton de Fronsac,482,16,Asques,Bibliothèque publique,,33240,,,,,asques.mairie.asques@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,,317A,8-Libournais,Canton de Fronsac,890,317,Périssac,Bibliotheque municipale,,33240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,32B,99-Hors pays,Communauté Urbaine de Bordeaux,,32,Bassens,Souris / CSF,,33530,,,,,souriscsf@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Médias-Cité 2004,,DUI 2007,,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,EPN,249B,99-Hors pays,Communauté Urbaine de Bordeaux,,249,Lormont,BIJ – Point Cyb,Rue des Gravieres,33310,,05 56 74 21 58,,,pointcyb@ville-lormont.fr,http://pointcyb.lormont.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,Ouvert WE,,,15,+ de 10,,5,,,,5 ans et +,,,16000,,,,,,,Oui,,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,,,Municipale,,,Point Cyb,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Services publics,,494A,1-Médoc,Médulienne,689,494,Salaunes,Mairie,1 place de l'Eglise,33160,,05 56 58 58 73,,,secretariat.salaunes@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,1,1 ou 2,,1,,,,,,,50,,,,,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,424A,1-Médoc,Centre Médoc,,424,Saint-Laurent-Médoc,Bibliothèque municipale,4 rue du Gal de Gaulle,33112,,05 56 73 39 79,,,bibliotheque.slm@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,,,,Ouvert WE,,,1,1 ou 2,,1,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Services publics,PAPI,93A,3-Coeur-Entre-Deux-Mers,Vallon de l Artolie,630,93,Capian,Bibliothèque publique,16 route Langoiran,33550,,05 56 72 30 56,,elu,mairie.capian@wanadoo.fr,,secrétaire de mairie,,,,,,FPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,mardi à samedi : 8h30-11h,non,0,payant,1 à 2€,,18,,Ouvert WE,,,,1 ou 2,,0,,,,5 ans et +,,,15-20,moins de 10,,,Oui,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,Municipale,,,,,accés internet gratuit pour chomeurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,448A,4-Graves et Landes de Cernès,Montesquieu,,448,Saint-Médard-d'Eyrans,Bibliothèque municipale,,33650,,,,,mairie.st.medard.eyrans@wanadoo.fr,http://www.saint-medard-deyrans.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,454A,4-Graves et Landes de Cernès,Montesquieu,,454,Saint-Morillon,Bibliothèque associative,rue Michel de Rieufret,33650,,,,Prés de l'association et responsable de biblio,lagrappouille.association@neuf.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mardi : 16-18h, merc : 16h30-18h30, samedi : 16 à 18h","oui, adhérents association",,Gratuit,,,6,,Ouvert WE,,,,1 ou 2,,,,4,2006,2 à 5 ans,,,,moins de 10,,Oui,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,474A,4-Graves et Landes de Cernès,Montesquieu,,474,Saint-Selve,Bibliothèque municipale,,33650,,,,,bibliotheque@mairie-saintselve.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,30A,6-Rives de Garonne,Canton de Podensac,,30,Barsac,Bibliothèque municipale,23 Place Paul Doumer,33720,,05 56 27 43 04,,Agent du patrimoine,bibliotheque@barsac.fr,www.barsac.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,20,,,,,1,1 ou 2,postes dispersés,1,1,,,Moins  1 an,,250,600,moins de 10,,,Oui,,,Oui,,,,,Oui,,,,,,Oui,,Oui,Oui,Oui,,,,,,Municipale,B2,,,,,,,,,0,,ARPEL 2008,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,225A,6-Rives de Garonne,Canton de Podensac,,225,Landiras,Bibliothèque municipale,Place 11 novembre,33720,,05 56 62 07 15,,Agent communal,bibliotheque.landiras@orange.fr,bibliotheque.landiras@orange.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,11,,,,,1,1 ou 2,postes dispersés,,1,,,Moins  1 an,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,PL,,,,,,,,,0,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,341A,7-Haute Gironde,Canton de Bourg sur Gironde,,341,Pugnac,Bibliothèque municipale,"19, rue de l'église",33710,,05 57 68 98 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,321A,7-Haute Gironde,Cubzaguais,,321,Peujard,Bibliothèque municipale,,33240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,159A,7-Haute Gironde,Estuaire - Canton de Saint-Ciers-sur-Giron,,159,Étauliers,Bibliothèque municipale,Bourg,33820,,05 57 64 70 27,,,mairie.etauliers@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,Ouvert WE,,,1,1 ou 2,,1,,1,,,,,,,,,,,,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,Oui,,Oui,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,374A,7-Haute Gironde,Estuaire - Canton de Saint-Ciers-sur-Giron,713,374,Saint-Aubin-de-Blaye,Bibliothèque municipale,,33820,,05.57.32.62.03 (mairie),,,st-aubindeblaye@wanadoo.fr  ,www.saint-aubin-de-blaye.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi : 13h30-18h Mercredi : 14h-15h,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,380A,7-Haute Gironde,Estuaire - Canton de Saint-Ciers-sur-Giron,410,380,Saint-Caprais-de-Blaye,Bibliothèque municipale,,33820,,,,,pointlecture.caprais@laposte.net,,,,mairie.stcaprais@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,492A,7-Haute Gironde,Saint-Savin,,492,Saint-Yzan-de-Soudiac,Bibliothèque municipale,,33920,,,,,bibliotheque.st-yzan@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,456A,7-Haute Gironde,Estuaire - Canton de Saint-Ciers-sur-Giron,431,456,Saint-Palais,Bibliothèque publique,Mairie,33820,,05 57 32 80 78,,,mairie.st.palais33@wanadoo.fr,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du lundi au jeudi de 9h à 13h et d 14 à 18h,,gratuite,Gratuit,,,,,,,,,3 à 5,,,,0,,,,,,,,,,,,Oui,Oui,,Oui,,Oui,Oui,,,,,,,Oui,Oui,Oui,Oui,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,373A,8-Libournais,Pays de Coutras,506,373,Saint-Antoine-sur-l'Isle,Bibliotheque municipale,,33660,,,,,mairiedestantoinesurlisle@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,385A,8-Libournais,Pays de Coutras,564,385,Saint-Christophe-de-Double,Bibliothèque publique,,33230,,,,,communedestchristophededouble@orange.fr ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,542A,8-Libournais,Canton de Fronsac,724,542,Vérac,Bibliothèque municipale,,33240,,,,,mairiedeverac@wanadoo.fr ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,1,1 ou 2,,0,1,1,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,518A,3-Coeur-Entre-Deux-Mers,Vallon de l Artolie,984,518,Tabanac,Bibliothèque publique,Le Bourg,33550,,05 56 67 10 69,,,bibliotheque-tabanac@voila.fr,,Bénévole,,,,,,,Enseignante,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vend AM, samedi matin",Non,,Gratuit,,,4,,Ouvert WE,,,1,,,,,4,2006,2 à 5 ans,,,,Moins de 10,,oui,oui,,,oui,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,INI,63S,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Maison de quartier Chantecler,2 Impasse Sainte Elisabeth,33000,,05 57 87 02 57,,,maisondequartier.chantecler@wanadoo.fr,www.maisondequartierchantecler.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adhésion,,Payant,,15,,,,0,0,7,6 à 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
